age;workclass;education;education.num;marital.status;occupation;relationship;race;sex;capital.gain;capital.loss;hours.per.week;native.country;renda.anual
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; Asian-Pac-Islander; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Bachelors;(12.5-13.5); Never-married; Handlers-cleaners; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Handlers-cleaners; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Exec-managerial; Not-in-family; White; Female;(3120-4243.5);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Farming-fishing; Own-child; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Other-relative; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(1568.5-1820.5);(<34.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); Puerto-Rico;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Handlers-cleaners; Husband; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Machine-op-inspct; Husband; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Tech-support; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Prof-specialty; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Assoc-voc;(10.5-12.5); Never-married; Machine-op-inspct; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Unmarried; Black; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Prof-specialty; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Farming-fishing; Own-child; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Other-relative; White; Female;(<57);(<1551.5);(39.5-41.5); Mexico;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Married-civ-spouse; Other-service; Husband; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Own-child; Black; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Priv-house-serv; Other-relative; White; Female;(<57);(<1551.5);(39.5-41.5); Mexico;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Separated; Other-service; Own-child; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Married-civ-spouse; Craft-repair; Husband; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; Asian-Pac-Islander; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Local-gov; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); Guatemala;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Transport-moving; Own-child; Black; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Married-civ-spouse; Farming-fishing; Husband; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; Black; Female;(<57);(<1551.5);(34.5-39.5); Jamaica;<=50K
(<21.5); Private; Assoc-acdm;(10.5-12.5); Never-married; Other-service; Not-in-family; Black; Male;(<57);(<1551.5);(34.5-39.5); Jamaica;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Craft-repair; Not-in-family; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private;10th;(<8.5); Married-civ-spouse; Machine-op-inspct; Husband; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Not-in-family; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Farming-fishing; Husband; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Tech-support; Own-child; White; Female;(<57);(<1551.5);(<34.5); Ecuador;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Other-relative; White; Male;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Unmarried; Black; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private;7th-8th;(<8.5); Never-married; Other-service; Other-relative; White; Male;(<57);(<1551.5);(41.5-49.5); Mexico;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Exec-managerial; Other-relative; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Married-spouse-absent; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Own-child; White; Male;(57-3048);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Machine-op-inspct; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Not-in-family; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Bachelors;(12.5-13.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Assoc-voc;(10.5-12.5); Married-civ-spouse; Adm-clerical; Other-relative; White; Female;(<57);(1568.5-1820.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Unmarried; White; Male;(<57);(<1551.5);(39.5-41.5); Mexico;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Self-emp-inc; Some-college;(9.5-10.5); Never-married; Exec-managerial; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Local-gov; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Assoc-acdm;(10.5-12.5); Married-civ-spouse; Adm-clerical; Wife; Amer-Indian-Eskimo; Female;(<57);(<1551.5);(41.5-49.5); United-States;>50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Assoc-acdm;(10.5-12.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; Assoc-voc;(10.5-12.5); Never-married; Transport-moving; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Assoc-voc;(10.5-12.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Married-civ-spouse; Adm-clerical; Husband; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Sales; Husband; Other; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Assoc-voc;(10.5-12.5); Never-married; Exec-managerial; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Exec-managerial; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Not-in-family; White; Male;(57-3048);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Federal-gov;12th;(<8.5); Never-married; Adm-clerical; Own-child; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); Germany;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; Black; Male;(<57);(<1551.5);(39.5-41.5); Outlying-US(Guam-USVI-etc);<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Farming-fishing; Not-in-family; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private;7th-8th;(<8.5); Never-married; Farming-fishing; Unmarried; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Exec-managerial; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Assoc-acdm;(10.5-12.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Self-emp-not-inc; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Not-in-family; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Own-child; Asian-Pac-Islander; Male;(<57);(1923-1975.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Transport-moving; Own-child; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Tech-support; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Craft-repair; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Preschool;(<8.5); Never-married; Farming-fishing; Not-in-family; White; Male;(<57);(<1551.5);(49.5>); Mexico;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Separated; Machine-op-inspct; Other-relative; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Local-gov;12th;(<8.5); Never-married; Other-service; Own-child; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Transport-moving; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Assoc-acdm;(10.5-12.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Transport-moving; Own-child; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Exec-managerial; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;5th-6th;(<8.5); Never-married; Priv-house-serv; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); Mexico;<=50K
(<21.5); Private; Bachelors;(12.5-13.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Priv-house-serv; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Unmarried; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Married-civ-spouse; Machine-op-inspct; Husband; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Own-child; White; Female;(3120-4243.5);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Not-in-family; White; Male;(3120-4243.5);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Unmarried; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Assoc-acdm;(10.5-12.5); Never-married; Prof-specialty; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Prof-specialty; Unmarried; White; Female;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Unmarried; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Tech-support; Own-child; White; Male;(<57);(1568.5-1820.5);(<34.5); United-States;<=50K
(<21.5); Self-emp-not-inc; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Other-relative; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Other-relative; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Transport-moving; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Assoc-acdm;(10.5-12.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Not-in-family; White; Male;(<57);(<1551.5);(34.5-39.5); Mexico;<=50K
(<21.5); Private; Assoc-voc;(10.5-12.5); Never-married; Craft-repair; Unmarried; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Transport-moving; Own-child; Black; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Adm-clerical; Husband; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
